Title,Genre,Director
Peeples,Comedy,Tina Gordon Chism
The Rocker,Comedy Music,Peter Cattaneo
Post Grad,Comedy,Vicky Jenson
Promised Land,Drama,Gus Van Sant
Whatever Works,Comedy Romance,Woody Allen
The In Crowd,Thriller,Mary Lambert
The Three Burials of Melquiades Estrada,Adventure Crime Drama Mystery Western,Tommy Lee Jones
Jakob the Liar,Comedy Drama History,Peter Kassovitz
Kiss Kiss Bang Bang,Action Comedy Crime Mystery,Shane Black
Idle Hands,Thriller Comedy Horror,Rodman Flender
Mulholland Drive,Thriller Drama Mystery,David Lynch
Blood and Chocolate,Drama Fantasy Horror Romance,Katja von Garnier
You Will Meet a Tall Dark Stranger,Comedy Drama Romance,Woody Allen
Never Let Me Go,Drama Romance Science Fiction,Mark Romanek
The Company,Drama,Mikael Salomon
Transsiberian,Thriller Crime Mystery,Brad Anderson
The Clan of the Cave Bear,Adventure Drama,Michael Chapman
Crazy in Alabama,Comedy Drama,Antonio Banderas
Funny Games,Horror Thriller Crime,Michael Haneke
Listening,Drama Thriller Science Fiction,Khalil Sullins
Felicia's Journey,Drama,Atom Egoyan
Metropolis,Drama Science Fiction,Fritz Lang
Banlieue 13,Action Thriller Science Fiction,Pierre Morel
Things to Do in Denver When You're Dead,Drama Crime,Gary Fleder
刺客聶隱娘,Action Drama History,Hou Hsiao-hsien
Buffalo Soldiers,Drama Comedy War Crime Thriller,Gregor Jordan
Возвращение,Thriller Drama Mystery,Andrey Zvyagintsev
Ong Bak 2,Adventure Action Thriller,Tony Jaa
Centurion,Adventure Action Drama,Neil Marshall
Silent Trigger,Drama Action Thriller,Russell Mulcahy
The Midnight Meat Train,Mystery Drama Crime Thriller Horror,Ry\u00fbhei Kitamura
Winnie Mandela,Drama,Darrell James Roodt
The Son of No One,Drama Thriller Crime,Dito Montiel
All The Queen's Men,Action Comedy Drama History,Stefan Ruzowitzky
The Good Night,Comedy Drama Romance Fantasy Music,Jake Paltrow
Bathory,Drama Fantasy,Juraj Jakubisko
Khumba,Animation Adventure Family,Anthony Silverston
Autómata,Thriller Science Fiction,Gabe Ib\u00e1\u00f1ez
Dungeons & Dragons: Wrath of the Dragon God,Action Adventure Fantasy,Gerry Lively
Chiamatemi Francesco - Il Papa della gente,Drama,Daniele Luchetti
新宿事件,Drama Action Thriller Crime,Derek Yee Tung-Sing
Pandaemonium,Drama Foreign,Julien Temple
Groundhog Day,Romance Fantasy Drama Comedy,Harold Ramis
Magic Mike XXL,Comedy Drama Music,Gregory Jacobs
Romeo + Juliet,Drama Romance,Baz Luhrmann
Elle s'appelait Sarah,Drama War,Gilles Paquet-Brenner
Freedom,Drama,Peter Cousens
Unforgiven,Western,Clint Eastwood
Manderlay,Drama,Lars von Trier
Slumdog Millionaire,Drama Romance,Danny Boyle
Fatal Attraction,Drama Romance Thriller,Adrian Lyne
Pretty Woman,Romance Comedy,Garry Marshall
Crocodile Dundee II,Adventure Comedy,John Cornell
Broken Horses,Thriller Mystery Drama Crime,Vidhu Vinod Chopra
Born on the Fourth of July,Drama War,Oliver Stone
Cool Runnings,Comedy,Jon Turteltaub
My Bloody Valentine,Mystery Horror,Patrick Lussier
Stomp the Yard,Drama Music,Sylvain White
The Spy Who Loved Me,Adventure Action Thriller,Lewis Gilbert
Urban Legend,Horror Thriller,Jamie Blanks
Good Deeds,Comedy Drama Romance,Tyler Perry
White Fang,Action Adventure Drama Family,Randal Kleiser
Superstar,Comedy Family,Bruce McCulloch
The Iron Lady,History Drama,Phyllida Lloyd
Jonah: A VeggieTales Movie,Action Adventure Animation Comedy Family,Phil Vischer
Poetic Justice,Drama Romance,John Singleton
All About the Benjamins,Action Adventure Comedy,Kevin Bray
Vampire in Brooklyn,Comedy Horror Romance,Wes Craven
Exorcist II: The Heretic,Horror Thriller Fantasy,John Boorman
An American Haunting,Horror Thriller,Courtney Solomon
My Boss's Daughter,Comedy Romance,David Zucker
A Perfect Getaway,Thriller Mystery Adventure,David Twohy
Our Family Wedding,Comedy,Rick Famuyiwa
Dead Man on Campus,Comedy,Alan Cohn
Tea with Mussolini,Comedy Drama War,Franco Zeffirelli
Thinner,Horror Thriller,Tom Holland
"New York, New York",Drama Music Romance,Martin Scorsese
Crooklyn,Comedy Drama,Spike Lee
I Think I Love My Wife,Comedy Romance,Chris Rock
Jason X,Horror Science Fiction,James Isaac
Bobby,History Drama,Emilio Estevez
Head Over Heels,Comedy Romance,Mark Waters
Fun Size,Comedy,Josh Schwartz
Le scaphandre et le papillon,Drama,Julian Schnabel
Little Children,Romance Drama,Todd Field
Gossip,Drama Mystery Thriller,Davis Guggenheim
A Walk on the Moon,Drama Romance,Tony Goldwyn
Catch a Fire,Action Drama Thriller,Phillip Noyce
Soul Survivors,Horror Mystery Thriller,Stephen Carpenter
Jefferson in Paris,Drama Romance,James Ivory
Easy Virtue,Comedy Romance,Stephan Elliott
Caravans,Action Adventure Drama Romance,James Fargo
Mr. Turner,History Drama,Mike Leigh
Les herbes folles,Drama Romance,Alain Resnais
Amen.,Drama History,Costa-Gavras
剑雨,History Action,John Woo
The Lucky Ones,Comedy Drama History,Neil Burger
Margaret,Drama,Kenneth Lonergan
Stan Helsing,Comedy Horror,Bo Zenga
Flipped,Romance Drama,Rob Reiner
Brokeback Mountain,Drama Romance,Ang Lee
Clueless,Comedy Drama Romance,Amy Heckerling
Far from Heaven,Drama Romance,Todd Haynes
Hot Tub Time Machine 2,Comedy,Steve Pink
Quills,Drama,Philip Kaufman
Seven Psychopaths,Comedy Crime,Martin McDonagh
The Caveman's Valentine,Drama Mystery Thriller,Kasi Lemmons
Der Untergang,Drama History War,Oliver Hirschbiegel
Mar adentro,Drama,Alejandro Amen\u00e1bar
Under the Skin,Thriller Science Fiction Drama,Jonathan Glazer
"Good Morning, Vietnam",Comedy Drama War,Barry Levinson
The Last Godfather,Action Comedy Thriller,Shim Hyung-Rae
Justin Bieber: Never Say Never,Documentary Music Family,Jon M. Chu
Black Swan,Drama Thriller,Darren Aronofsky
The Godfather: Part II,Drama Crime,Francis Ford Coppola
Save the Last Dance,Drama Family Romance Music,Thomas Carter
A Nightmare on Elm Street 4: The Dream Master,Horror Thriller,Renny Harlin
Miracles from Heaven,Drama,Patricia Riggen
"Dude, Where’s My Car?",Comedy,Danny Leiner
Young Guns,Crime Action Adventure Drama Western,Christopher Cain
St. Vincent,Comedy,Theodore Melfi
About Last Night,Comedy Romance,Steve Pink
10 Things I Hate About You,Comedy Romance Drama,Gil Junger
The New Guy,Comedy Family,Ed Decter
National Lampoon's Loaded Weapon 1,Comedy,Gene Quintano
The Shallows,Horror Drama Thriller,Jaume Collet-Serra
The Butterfly Effect,Science Fiction Thriller,Eric Bress
Snow Day,Comedy Family,Chris Koch
This Christmas,Comedy Drama,Preston A. Whitmore II
Baby Geniuses,Science Fiction Comedy Family,Bob Clark
The Big Hit,Action Adventure Comedy Thriller,Kirk Wong
Harriet the Spy,Comedy Drama Family,Bronwen Hughes
Child's Play 2,Drama Horror,John Lafia
No Good Deed,Crime Thriller,Sam Miller
The Mist,Science Fiction Horror Thriller,Frank Darabont
Ex Machina,Drama Science Fiction,Alex Garland
Being John Malkovich,Fantasy Drama Comedy,Spike Jonze
Two Can Play That Game,Comedy Romance,Mark Brown
Earth to Echo,Family Adventure Science Fiction,Dave Green
Crazy/Beautiful,Drama Romance,John Stockwell
Letters from Iwo Jima,Action Adventure Drama War,Clint Eastwood
The Astronaut Farmer,Adventure Comedy Drama Science Fiction,Michael Polish
Woo,Comedy Romance,Daisy von Scherler Mayer
Room,Drama Thriller,Lenny Abrahamson
Dirty Work,Comedy,Bob Saget
Serial Mom,Comedy Crime Horror Thriller,John Waters
Dick,Comedy,Andrew Fleming
Light It Up,Drama Thriller,Craig Bolotin
54,Music Drama,Mark Christopher
Bubble Boy,Adventure Comedy Drama Romance,Blair Hayes
Birthday Girl,Comedy Crime Thriller,Jez Butterworth
21 & Over,Comedy,Jon Lucas
"Paris, je t'aime",Drama Romance,Isabel Coixet
Resurrecting the Champ,Drama,Rod Lurie
Admission,Comedy Drama Romance,Paul Weitz
La veuve de Saint-Pierre,Romance Drama,Patrice Leconte
Chloe,Drama Thriller Mystery,Atom Egoyan
Faithful,Comedy Crime Drama,Paul Mazursky
Find Me Guilty,Drama Action Comedy Crime,Sidney Lumet
The Perks of Being a Wallflower,Drama Romance,Stephen Chbosky
Excessive Force,Action,Jon Hess
Infamous,Drama,Douglas McGrath
The Claim,Drama Romance Western,Michael Winterbottom
The Vatican Tapes,Thriller Horror,Mark Neveldine
Attack the Block,Action Comedy Science Fiction,Joe Cornish
In the Land of Blood and Honey,Drama Romance War,Angelina Jolie
The Call,Crime Thriller,Brad Anderson
인천상륙작전,History Drama War Action,John H. Lee
The Crocodile Hunter: Collision Course,Family Action Adventure,John Stainton
I Love You Phillip Morris,Comedy Drama Romance,Glenn Ficarra
La Guerre du feu,Adventure Drama,Jean-Jacques Annaud
Antwone Fisher,Drama Romance,Denzel Washington
The Emperor's Club,Drama Romance,Michael Hoffman
True Romance,Action Thriller Crime Romance,Tony Scott
Womb,Romance Science Fiction,Benedek Fliegauf
Glengarry Glen Ross,Crime Drama Mystery,James Foley
The Killer Inside Me,Crime Drama Thriller,Michael Winterbottom
Cat People,Drama Fantasy Horror Thriller,Paul Schrader
Sorority Row,Horror Mystery Thriller,Stewart Hendler
The Prisoner of Zenda,Adventure Drama Romance,John Cromwell
Lars and the Real Girl,Comedy Romance Drama,Craig Gillespie
The Boy in the Striped Pyjamas,War Drama,Mark Herman
Dancer in the Dark,Drama Crime Music,Lars von Trier
Oscar and Lucinda,Drama Romance,Gillian Armstrong
The Funeral,Crime Drama,Abel Ferrara
Solitary Man,Comedy Drama Romance,Brian Koppelman
Machete,Action Comedy Thriller,Robert Rodriguez
Casino Jack,Crime Comedy Drama,George Hickenlooper
The Land Before Time,Animation Adventure Family,Don Bluth
태극기 휘날리며,Action Adventure Drama History War,Kang Je-gyu
The Perfect Game,Drama Family,William Dear
The Exorcist,Drama Horror Thriller,William Friedkin
Jaws,Horror Thriller Adventure,Steven Spielberg
American Pie,Comedy Romance,Chris Weitz
Ernest et Célestine,Animation Comedy Drama Family,St\u00e9phane Aubier
The Golden Child,Action Adventure Comedy,Michael Ritchie
Think Like a Man,Comedy Romance,Tim Story
Barbershop,Comedy Drama,Tim Story
Star Trek II: The Wrath of Khan,Action Adventure Science Fiction Thriller,Nicholas Meyer
Ace Ventura: Pet Detective,Comedy Mystery,Tom Shadyac
WarGames,Thriller Science Fiction,John Badham
Witness,Crime Drama Romance Thriller,Peter Weir
Act of Valor,Action Thriller War,Mike McCoy
Step Up,Music Drama Romance Crime,Anne Fletcher
Beavis and Butt-Head Do America,Animation Comedy,Mike Judge
Jackie Brown,Comedy Crime Romance,Quentin Tarantino
Harold & Kumar Escape from Guantanamo Bay,Comedy Adventure,Jon Hurwitz
Chronicle,Science Fiction Drama Thriller,Josh Trank
Yentl,Music Drama Romance,Barbra Streisand
Time Bandits,Family Fantasy Science Fiction Adventure Comedy,Terry Gilliam
Crossroads,Action Adventure Comedy Drama Family,Tamra Davis
Project X,Comedy Crime,Nima Nourizadeh
Patton,Drama History War,Franklin J. Schaffner
One Hour Photo,Horror Thriller,Mark Romanek
Quarantine,Horror Science Fiction Thriller,John Erick Dowdle
The Eye,Drama Horror Thriller,David Moreau
Johnson Family Vacation,Comedy Family,Christopher Erskin
How High,Comedy,Jesse Dylan
The Muppet Christmas Carol,Comedy Family Fantasy Drama,Brian Henson
Frida,Drama Romance,Julie Taymor
Katy Perry: Part of Me,Documentary Music,Dan Cutforth
The Fault in Our Stars,Romance Drama,Josh Boone
Rounders,Drama Crime,John Dahl
Top Five,Drama Comedy,Chris Rock
Prophecy,Horror Science Fiction,John Frankenheimer
Stir of Echoes,Horror Mystery Thriller,David Koepp
Philomena,Drama,Stephen Frears
The Upside of Anger,Comedy Drama,Mike Binder
The Boys from Brazil,Horror Drama Thriller Science Fiction,Franklin J. Schaffner
Aquamarine,Fantasy Romance Family Comedy,Elizabeth Allen Rosenbaum
Paper Towns,Drama Mystery Romance,Jake Schreier
My Baby's Daddy,Comedy,Cheryl Dunye
Nebraska,Drama Adventure,Alexander Payne
Tales from the Crypt: Demon Knight,Horror Comedy Thriller,Ernest R. Dickerson
Max Keeble's Big Move,Comedy Family Fantasy Science Fiction,Tim Hill
Young Adult,Comedy Drama,Jason Reitman
Crank,Action Thriller Crime,Brian Taylor
How to Be a Player,Comedy Romance,Lionel C. Martin
Living Out Loud,Comedy Drama Romance,Richard LaGravenese
Just Wright,Comedy Drama Romance,Sanaa Hamri
Rachel Getting Married,Drama,Jonathan Demme
The Postman Always Rings Twice,Romance Crime Drama,Bob Rafelson
Girl with a Pearl Earring,Drama Romance,Peter Webber
Das Boot,Action Drama History War Adventure,Wolfgang Petersen
Sorority Boys,Comedy,Wallace Wolodarsky
About Time,Comedy Drama Science Fiction,Richard Curtis
十面埋伏,Adventure Drama Action Romance,Zhang Yimou
Arbitrage,Drama Thriller,Nicholas Jarecki
Project Almanac,Science Fiction Thriller,Dean Israelite
Cadillac Records,Drama History Music,Darnell Martin
Screwed,Action Comedy,Scott Alexander
Fortress,Action Thriller Science Fiction,Stuart Gordon
For Your Consideration,Comedy Drama,Christopher Guest
Celebrity,Drama Comedy,Woody Allen
Running with Scissors,Drama Comedy,Ryan Murphy
From Justin to Kelly,Comedy Romance,Robert Iscove
Girl 6,Comedy,Spike Lee
In the Cut,Mystery Thriller,Jane Campion
Two Lovers,Drama Romance,James Gray
Last Orders,Comedy Drama,Fred Schepisi
괴물,Horror Drama Science Fiction,Bong Joon-ho
The Pursuit of D.B. Cooper,Adventure Crime Thriller,Roger Spottiswoode
Ravenous,Comedy Horror Thriller Western,Antonia Bird
Charlie Bartlett,Comedy Drama,Jon Poll
La grande bellezza,Comedy Drama,Paolo Sorrentino
The Dangerous Lives of Altar Boys,Comedy Drama,Peter Care
Stoker,Drama Horror Thriller,Park Chan-wook
2046,Fantasy Drama Science Fiction Romance,Wong Kar-wai
Married Life,Crime Drama Romance,Ira Sachs
Duma,Adventure Drama Family,Carroll Ballard
Ondine,Drama Romance,Neil Jordan
Brother,Crime Drama Thriller,Takeshi Kitano
Welcome to Collinwood,Comedy,Anthony Russo
Critical Care,Comedy Drama,Sidney Lumet
The Life Before Her Eyes,Thriller Drama Mystery,Vadim Perelman
Darling Companion,Drama Romance,Lawrence Kasdan
Trade,Drama Thriller,Marco Kreuzpaintner
Sorstalanság,War Drama,Lajos Koltai
Breakfast of Champions,Comedy,Alan Rudolph
三枪拍案惊奇,Comedy Drama Thriller,Zhang Yimou
Cypher,Thriller Science Fiction Mystery,Vincenzo Natali
南京!南京!,Drama History War,Lu Chuan
兔侠传奇,Animation Family Action Adventure Comedy,Lijun Sun
Space Battleship Yamato,Science Fiction,Takashi Yamazaki
5 Days of War,War Drama,Renny Harlin
Triangle,Horror,Christopher Smith
10 Days in a Madhouse,Drama,Timothy Hines
Heaven is for Real,Drama,Randall Wallace
Snatch,Thriller Crime,Guy Ritchie
Dancin' It's On,Drama Romance,David Winters
Pet Sematary,Drama Horror,Mary Lambert
まあだだよ,Drama,Akira Kurosawa
The Cry of the Owl,Drama,Jamie Thraves
三城记,Drama History Romance,Mabel Cheung
Gremlins,Fantasy Horror Comedy,Joe Dante
Star Wars,Adventure Action Science Fiction,George Lucas
Dirty Grandpa,Comedy,Dan Mazer
Doctor Zhivago,Drama Romance War,David Lean
Trash,Adventure Crime Drama Thriller,Stephen Daldry
High School Musical 3: Senior Year,Comedy Drama Family Music Romance,Kenny Ortega
The Fighter,Drama,David O. Russell
Jackass Number Two,Action Comedy Documentary,Jeff Tremaine
My Cousin Vinny,Comedy Drama,Jonathan Lynn
If I Stay,Drama,R.J. Cutler
Drive Hard,Action Comedy Crime,Brian Trenchard-Smith
Major League,Comedy,David S. Ward
St. Trinian's,Comedy Family Science Fiction,Barnaby Thompson
Phone Booth,Thriller Drama,Joel Schumacher
A Walk to Remember,Drama Romance,Adam Shankman
Dead Man Walking,Drama,Tim Robbins
Cruel Intentions,Drama Romance Thriller,Roger Kumble
Saw VI,Horror Mystery,Kevin Greutert
History of the World: Part I,Comedy,Mel Brooks
The Secret Life of Bees,Adventure,Gina Prince-Bythewood
Corky Romano,Action Comedy Crime,Rob Pritts
Raising Cain,Drama Horror Thriller Crime,Brian De Palma
F.I.S.T.,Drama Action,Norman Jewison
Invaders from Mars,Science Fiction,Tobe Hooper
Brooklyn,Drama Romance,John Crowley
Barry Lyndon,Drama Romance War,Stanley Kubrick
Out Cold,Comedy,Brendan Malloy
The Ladies Man,Comedy,Reginald Hudlin
Quartet,Drama Comedy Romance,Dustin Hoffman
Tomcats,Comedy Romance,Gregory Poirier
Frailty,Drama Thriller Crime,Bill Paxton
Woman in Gold,Drama,Simon Curtis
Kinsey,Drama,Bill Condon
Army of Darkness,Fantasy Horror Comedy,Sam Raimi
Slackers,Comedy Romance,Dewey Nicks
What's Eating Gilbert Grape,Romance Drama,Lasse Hallstr\u00f6m
The Visual Bible: The Gospel of John,Drama History,Philip Saville
Vera Drake,Crime Drama,Mike Leigh
The Guru,Comedy Romance,Daisy von Scherler Mayer
The Perez Family,Comedy Drama Romance,Mira Nair
Inside Llewyn Davis,Drama Music,Joel Coen
O,Drama Romance Thriller,Tim Blake Nelson
Return to the Blue Lagoon,Drama Adventure Romance,William A. Graham
The Molly Maguires,Drama History,Martin Ritt
Romance & Cigarettes,Comedy Music Romance,John Turturro
Copying Beethoven,Drama,Agnieszka Holland
Brighton Rock,Drama Thriller Crime,Rowan Joffe
Saw V,Horror Thriller Crime,David Hackl
Gli intoccabili,Drama Action Thriller Crime Foreign,Giuliano Montaldo
LOL,Drama Comedy Romance,Lisa Azuelos
Jindabyne,Crime Drama Mystery Thriller,Ray Lawrence
कभी अलविदा ना कहना,Drama Romance,Karan Johar
An Ideal Husband,Drama Comedy Romance,Oliver Parker
The Last Days on Mars,Science Fiction Thriller Horror,Ruairi Robinson
Darkness,Horror,Jaume Balaguer\u00f3
2001: A Space Odyssey,Science Fiction Mystery Adventure,Stanley Kubrick
E.T. the Extra-Terrestrial,Science Fiction Adventure Family Fantasy,Steven Spielberg
In the Land of Women,Romance Comedy Drama,Jon Kasdan
The Blue Butterfly,Adventure Drama Family,L\u00e9a Pool
There Goes My Baby,Drama Comedy,Floyd Mutrux
Housefull,Drama Comedy Romance Foreign,Sajid Khan
September Dawn,Drama Action History Western Romance,Christopher Cain
For Greater Glory - The True Story of Cristiada,History Drama,Dean Wright
La Famille Bélier,Comedy Drama Music,Eric Lartigau
Good Will Hunting,Drama,Gus Van Sant
Misconduct,Drama Thriller,Shintaro Shimosawa
Saw III,Horror Thriller Crime,Darren Lynn Bousman
Stripes,Action Comedy,Ivan Reitman
Bring It On,Comedy,Peyton Reed
The Purge: Election Year,Action Horror Thriller,James DeMonaco
She's All That,Comedy Romance,Robert Iscove
Saw IV,Horror Thriller Crime,Darren Lynn Bousman
White Noise,Drama Horror Thriller,Geoffrey Sax
Madea's Family Reunion,Drama Comedy Romance,Tyler Perry
The Color of Money,Drama,Martin Scorsese
The Longest Day,Action Drama History War,Bernhard Wicki
The Mighty Ducks,Comedy Family,Stephen Herek
The Grudge,Horror Mystery Thriller,Takashi Shimizu
Happy Gilmore,Comedy,Dennis Dugan
Jeepers Creepers,Horror Thriller,Victor Salva
Bill & Ted's Excellent Adventure,Adventure Comedy Science Fiction,Stephen Herek
Oliver!,Drama Family Music,Carol Reed
The Best Exotic Marigold Hotel,Drama Comedy,John Madden
Recess: School's Out,Science Fiction Animation Comedy Family,Chuck Sheetz
Mad Max Beyond Thunderdome,Action Adventure Science Fiction,George Miller
Commando,Action Adventure Thriller,Mark L. Lester
The Boy,Horror Mystery Thriller,William Brent Bell
Devil,Horror Mystery Thriller,John Erick Dowdle
